time_alpha,amp_alpha,time_gamma,amp_gamma
21.850641,-1.000000,0,0
0,0,21.850641,-1.000000
21.853312,-1.000000,0,0
0,0,21.853312,-1.000000
0,0,21.855984,-1.000000
21.855984,-1.000000,0,0
21.858655,-1.000000,0,0
0,0,21.858655,-1.000000
21.861326,-1.000000,0,0
0,0,21.861326,-1.000000
21.863997,-1.000000,0,0
0,0,21.863997,-1.000000
21.866668,-1.000000,0,0
0,0,21.866668,-1.000000
21.869339,-1.000000,0,0
0,0,21.869339,-1.000000
21.872010,-1.000000,0,0
0,0,21.872010,-1.000000
21.874682,-1.000000,0,0
0,0,21.874682,-1.000000
21.877353,-1.000000,0,0
0,0,21.877353,-1.000000
21.880024,-1.000000,0,0
0,0,21.880024,-1.000000
21.882695,-1.000000,0,0
0,0,21.882695,-1.000000
21.885366,-1.000000,0,0
0,0,21.885366,-1.000000
21.888038,-1.000000,0,0
0,0,21.888038,-1.000000
21.890709,-1.000000,0,0
0,0,21.890709,-1.000000
21.893380,-1.000000,0,0
0,0,21.893380,-1.000000
21.896051,-1.000000,0,0
0,0,21.896051,-1.000000
21.898722,-1.000000,0,0
0,0,21.898722,-1.000000
21.901394,-1.000000,0,0
0,0,21.901394,-1.000000
21.904065,-1.000000,0,0
0,0,21.904065,-1.000000
21.906736,-1.000000,0,0
0,0,21.906736,-1.000000
21.909407,-1.000000,0,0
0,0,21.909407,-1.000000
0,0,21.912078,-1.000000
21.912078,-1.000000,0,0
21.914749,-1.000000,0,0
0,0,21.914749,-1.000000
21.917420,-1.000000,0,0
0,0,21.917420,-1.000000
21.920092,-1.000000,0,0
0,0,21.920092,-1.000000
21.922763,-1.000000,0,0
0,0,21.922763,-1.000000
21.925434,-1.000000,0,0
0,0,21.925434,-1.000000
21.928105,-1.000000,0,0
0,0,21.928105,-1.000000
21.930776,-1.000000,0,0
0,0,21.930776,-1.000000
21.933447,-1.000000,0,0
0,0,21.933447,-1.000000
0,0,21.936119,-1.000000
21.936119,-1.000000,0,0
21.938790,-1.000000,0,0
0,0,21.938790,-1.000000
21.941461,-1.000000,0,0
0,0,21.941461,-1.000000
21.944132,-1.000000,0,0
0,0,21.944132,-1.000000
21.946803,-1.000000,0,0
0,0,21.946803,-1.000000
21.949474,-1.000000,0,0
0,0,21.949474,-1.000000
21.952145,-1.000000,0,0
0,0,21.952145,-1.000000
21.954817,-1.000000,0,0
0,0,21.954817,-1.000000
21.957488,-1.000000,0,0
0,0,21.957488,-1.000000
21.960159,-1.000000,0,0
0,0,21.960159,-1.000000
21.962830,-1.000000,0,0
0,0,21.962830,-1.000000
21.965501,-1.000000,0,0
0,0,21.965501,-1.000000
21.968173,-1.000000,0,0
0,0,21.968173,-1.000000
21.970844,-1.000000,0,0
0,0,21.970844,-1.000000
21.973515,-1.000000,0,0
0,0,21.973515,-1.000000
21.976186,-1.000000,0,0
0,0,21.976186,-1.000000
21.978857,-1.000000,0,0
0,0,21.978857,-1.000000
0,0,21.981528,-1.000000
21.981528,-1.000000,0,0
21.984199,-1.000000,0,0
0,0,21.984199,-1.000000
21.986871,-1.000000,0,0
0,0,21.986871,-1.000000
21.989542,-1.000000,0,0
0,0,21.989542,-1.000000
21.992213,-1.000000,0,0
0,0,21.992213,-1.000000
21.994884,-1.000000,0,0
0,0,21.994884,-1.000000
21.997555,-1.000000,0,0
0,0,21.997555,-1.000000
22.000227,-1.000000,0,0
0,0,22.000227,-1.000000
22.002898,-1.000000,0,0
0,0,22.002898,-1.000000
22.005569,-1.000000,0,0
0,0,22.005569,-1.000000
0,0,22.008240,-1.000000
22.008240,-1.000000,0,0
22.010911,-1.000000,0,0
0,0,22.010911,-1.000000
0,0,22.013582,-1.000000
22.013582,-1.000000,0,0
22.016253,-1.000000,0,0
0,0,22.016253,-1.000000
22.018925,-1.000000,0,0
0,0,22.018925,-1.000000
22.021596,-1.000000,0,0
0,0,22.021596,-1.000000
22.024267,-1.000000,0,0
0,0,22.024267,-1.000000
22.026938,-1.000000,0,0
0,0,22.026938,-1.000000
22.029609,-1.000000,0,0
0,0,22.029609,-1.000000
22.032280,-1.000000,0,0
0,0,22.032280,-1.000000
0,0,22.034952,-1.000000
22.034952,-1.000000,0,0
22.037623,-1.000000,0,0
0,0,22.037623,-1.000000
22.040294,-1.000000,0,0
0,0,22.040294,-1.000000
22.042965,-1.000000,0,0
0,0,22.042965,-1.000000
22.045636,-1.000000,0,0
0,0,22.045636,-1.000000
0,0,22.048307,-1.000000
22.048307,-1.000000,0,0
22.050978,-1.000000,0,0
0,0,22.050978,-1.000000
22.053650,-1.000000,0,0
0,0,22.053650,-1.000000
22.056321,-1.000000,0,0
0,0,22.056321,-1.000000
22.058992,-1.000000,0,0
0,0,22.058992,-1.000000
22.061663,-1.000000,0,0
0,0,22.061663,-1.000000
22.064334,-1.000000,0,0
0,0,22.064334,-1.000000
22.067006,-1.000000,0,0
0,0,22.067006,-1.000000
22.069677,-1.000000,0,0
0,0,22.069677,-1.000000
22.072348,-1.000000,0,0
0,0,22.072348,-1.000000
22.075019,-1.000000,0,0
0,0,22.075019,-1.000000
22.077690,-1.000000,0,0
0,0,22.077690,-1.000000
22.080361,-1.000000,0,0
0,0,22.080361,-1.000000
22.083033,-1.000000,0,0
0,0,22.083033,-1.000000
22.085704,-1.000000,0,0
0,0,22.085704,-1.000000
0,0,22.088375,-1.000000
22.088375,-1.000000,0,0
22.091046,-1.000000,0,0
0,0,22.091046,-1.000000
22.093717,-1.000000,0,0
0,0,22.093717,-1.000000
22.096388,-1.000000,0,0
0,0,22.096388,-1.000000
22.099060,-1.000000,0,0
0,0,22.099060,-1.000000
22.101731,-1.000000,0,0
0,0,22.101731,-1.000000
22.104402,-1.000000,0,0
0,0,22.104402,-1.000000
22.107073,-1.000000,0,0
0,0,22.107073,-1.000000
22.109744,-1.000000,0,0
0,0,22.109744,-1.000000
0,0,22.112415,-1.000000
22.112415,-1.000000,0,0
22.115087,-1.000000,0,0
0,0,22.115087,-1.000000
22.117758,-1.000000,0,0
0,0,22.117758,-1.000000
22.120429,-1.000000,0,0
0,0,22.120429,-1.000000
22.123100,-1.000000,0,0
0,0,22.123100,-1.000000
22.125771,-1.000000,0,0
0,0,22.125771,-1.000000
22.128442,-1.000000,0,0
0,0,22.128442,-1.000000
22.131113,-1.000000,0,0
0,0,22.131113,-1.000000
22.133785,-1.000000,0,0
0,0,22.133785,-1.000000
0,0,22.136456,-1.000000
22.136456,-1.000000,0,0
22.139127,-1.000000,0,0
0,0,22.139127,-1.000000
22.141798,-1.000000,0,0
0,0,22.141798,-1.000000
22.144469,-1.000000,0,0
0,0,22.144469,-1.000000
22.147141,-1.000000,0,0
0,0,22.147141,-1.000000
22.149812,-1.000000,0,0
0,0,22.149812,-1.000000
22.152483,-1.000000,0,0
0,0,22.152483,-1.000000
22.155154,-1.000000,0,0
0,0,22.155154,-1.000000
22.157825,-1.000000,0,0
0,0,22.157825,-1.000000
22.160497,-1.000000,0,0
0,0,22.160497,-1.000000
22.163168,-1.000000,0,0
0,0,22.163168,-1.000000
22.165839,-1.000000,0,0
0,0,22.165839,-1.000000
22.168510,-1.000000,0,0
0,0,22.168510,-1.000000
22.171181,-1.000000,0,0
0,0,22.171181,-1.000000
22.173852,-1.000000,0,0
0,0,22.173852,-1.000000
22.176523,-1.000000,0,0
0,0,22.176523,-1.000000
22.179195,-1.000000,0,0
0,0,22.179195,-1.000000
22.181866,-1.000000,0,0
0,0,22.181866,-1.000000
22.184537,-1.000000,0,0
0,0,22.184537,-1.000000
22.187208,-1.000000,0,0
0,0,22.187208,-1.000000
22.189879,-1.000000,0,0
0,0,22.189879,-1.000000
22.192550,-1.000000,0,0
0,0,22.192550,-1.000000
22.195222,-1.000000,0,0
0,0,22.195222,-1.000000
22.197893,-1.000000,0,0
0,0,22.197893,-1.000000
22.200564,-1.000000,0,0
0,0,22.200564,-1.000000
22.203235,-1.000000,0,0
0,0,22.203235,-1.000000
22.205906,-1.000000,0,0
0,0,22.205906,-1.000000
22.208577,-1.000000,0,0
0,0,22.208577,-1.000000
22.211248,-1.000000,0,0
0,0,22.211248,-1.000000
22.213920,-1.000000,0,0
0,0,22.213920,-1.000000
0,0,22.216591,-1.000000
22.216591,-1.000000,0,0
22.219262,-1.000000,0,0
0,0,22.219262,-1.000000
22.221933,-1.000000,0,0
0,0,22.221933,-1.000000
22.224604,-1.000000,0,0
0,0,22.224604,-1.000000
22.227276,-1.000000,0,0
0,0,22.227276,-1.000000
0,0,22.229947,-1.000000
22.229947,-1.000000,0,0
0,0,22.232618,-1.000000
22.232618,-1.000000,0,0
0,0,22.235289,-1.000000
22.235289,-1.000000,0,0
22.237960,-1.000000,0,0
0,0,22.237960,-1.000000
22.240632,-1.000000,0,0
0,0,22.240632,-1.000000
22.243303,-1.000000,0,0
0,0,22.243303,-1.000000
22.245974,-1.000000,0,0
0,0,22.245974,-1.000000
22.248645,-1.000000,0,0
0,0,22.248645,-1.000000
22.251316,-1.000000,0,0
0,0,22.251316,-1.000000
22.253987,-1.000000,0,0
0,0,22.253987,-1.000000
22.256658,-1.000000,0,0
0,0,22.256658,-1.000000
22.259330,-1.000000,0,0
0,0,22.259330,-1.000000
22.262001,-1.000000,0,0
0,0,22.262001,-1.000000
22.264672,-1.000000,0,0
0,0,22.264672,-1.000000
22.267343,-1.000000,0,0
0,0,22.267343,-1.000000
22.270014,-1.000000,0,0
0,0,22.270014,-1.000000
22.272685,-1.000000,0,0
0,0,22.272685,-1.000000
22.275357,-1.000000,0,0
0,0,22.275357,-1.000000
22.278028,-1.000000,0,0
0,0,22.278028,-1.000000
22.280699,-1.000000,0,0
0,0,22.280699,-1.000000
22.283370,-1.000000,0,0
0,0,22.283370,-1.000000
0,0,22.286041,-1.000000
22.286041,-1.000000,0,0
22.288712,-1.000000,0,0
0,0,22.288712,-1.000000
22.291384,-1.000000,0,0
0,0,22.291384,-1.000000
22.294055,-1.000000,0,0
0,0,22.294055,-1.000000
22.296726,-1.000000,0,0
0,0,22.296726,-1.000000
22.299397,-1.000000,0,0
0,0,22.299397,-1.000000
22.302068,-1.000000,0,0
0,0,22.302068,-1.000000
22.304739,-1.000000,0,0
0,0,22.304739,-1.000000
22.307411,-1.000000,0,0
0,0,22.307411,-1.000000
22.310082,-1.000000,0,0
0,0,22.310082,-1.000000
22.312753,-1.000000,0,0
0,0,22.312753,-1.000000
22.315424,-1.000000,0,0
0,0,22.315424,-1.000000
22.318095,-1.000000,0,0
0,0,22.318095,-1.000000
22.320767,-1.000000,0,0
0,0,22.320767,-1.000000
22.323438,-1.000000,0,0
0,0,22.323438,-1.000000
22.326109,-1.000000,0,0
0,0,22.326109,-1.000000
22.328780,-1.000000,0,0
0,0,22.328780,-1.000000
22.331451,-1.000000,0,0
0,0,22.331451,-1.000000
22.334122,-1.000000,0,0
0,0,22.334122,-1.000000
22.336793,-1.000000,0,0
0,0,22.336793,-1.000000
22.339465,-1.000000,0,0
0,0,22.339465,-1.000000
22.342136,-1.000000,0,0
0,0,22.342136,-1.000000
22.344807,-1.000000,0,0
0,0,22.344807,-1.000000
22.347478,-1.000000,0,0
0,0,22.347478,-1.000000
22.350149,-1.000000,0,0
0,0,22.350149,-1.000000
0,0,22.352821,-1.000000
22.352821,-1.000000,0,0
22.355492,-1.000000,0,0
0,0,22.355492,-1.000000
22.358163,-1.000000,0,0
0,0,22.358163,-1.000000
22.360834,-1.000000,0,0
0,0,22.360834,-1.000000
22.363505,-1.000000,0,0
0,0,22.363505,-1.000000
22.366176,-1.000000,0,0
0,0,22.366176,-1.000000
22.368847,-1.000000,0,0
0,0,22.368847,-1.000000
22.371519,-1.000000,0,0
0,0,22.371519,-1.000000
22.374190,-1.000000,0,0
0,0,22.374190,-1.000000
22.376861,-1.000000,0,0
0,0,22.376861,-1.000000
22.379532,-1.000000,0,0
0,0,22.379532,-1.000000
22.382203,-1.000000,0,0
0,0,22.382203,-1.000000
22.384874,-1.000000,0,0
0,0,22.384874,-1.000000
0,0,22.387546,-1.000000
22.387546,-1.000000,0,0
22.390217,-1.000000,0,0
0,0,22.390217,-1.000000
22.392888,-1.000000,0,0
0,0,22.392888,-1.000000
22.395559,-1.000000,0,0
0,0,22.395559,-1.000000
22.398230,-1.000000,0,0
0,0,22.398230,-1.000000
22.400902,-1.000000,0,0
0,0,22.400902,-1.000000
0,0,22.403573,-1.000000
22.403573,-1.000000,0,0
22.406244,-1.000000,0,0
0,0,22.406244,-1.000000
22.408915,-1.000000,0,0
0,0,22.408915,-1.000000
22.411586,-1.000000,0,0
0,0,22.411586,-1.000000
22.414257,-1.000000,0,0
0,0,22.414257,-1.000000
22.416929,-1.000000,0,0
0,0,22.416929,-1.000000
22.419600,-1.000000,0,0
0,0,22.419600,-1.000000
22.422271,-1.000000,0,0
0,0,22.422271,-1.000000
22.424942,-1.000000,0,0
0,0,22.424942,-1.000000
22.427613,-1.000000,0,0
0,0,22.427613,-1.000000
0,0,22.430284,-1.000000
22.430284,-1.000000,0,0
22.432956,-1.000000,0,0
0,0,22.432956,-1.000000
22.435627,-1.000000,0,0
0,0,22.435627,-1.000000
22.438298,-1.000000,0,0
0,0,22.438298,-1.000000
22.440969,-1.000000,0,0
0,0,22.440969,-1.000000
22.443640,-1.000000,0,0
0,0,22.443640,-1.000000
22.446311,-1.000000,0,0
0,0,22.446311,-1.000000
22.448983,-1.000000,0,0
0,0,22.448983,-1.000000
22.451654,-1.000000,0,0
0,0,22.451654,-1.000000
22.454325,-1.000000,0,0
0,0,22.454325,-1.000000
22.456996,-1.000000,0,0
0,0,22.456996,-1.000000
22.459667,-1.000000,0,0
0,0,22.459667,-1.000000
22.462338,-1.000000,0,0
0,0,22.462338,-1.000000
22.465010,-1.000000,0,0
0,0,22.465010,-1.000000
22.467681,-1.000000,0,0
0,0,22.467681,-1.000000
0,0,22.470352,-1.000000
22.470352,-1.000000,0,0
22.473023,-1.000000,0,0
0,0,22.473023,-1.000000
22.475694,-1.000000,0,0
0,0,22.475694,-1.000000
0,0,22.478365,-1.000000
22.478365,-1.000000,0,0
22.481037,-1.000000,0,0
0,0,22.481037,-1.000000
22.483708,-1.000000,0,0
0,0,22.483708,-1.000000
22.486379,-1.000000,0,0
0,0,22.486379,-1.000000
22.489050,-1.000000,0,0
0,0,22.489050,-1.000000
22.491721,-1.000000,0,0
0,0,22.491721,-1.000000
22.494393,-1.000000,0,0
0,0,22.494393,-1.000000
22.497064,-1.000000,0,0
0,0,22.497064,-1.000000
22.499735,-1.000000,0,0
0,0,22.499735,-1.000000
22.502406,-1.000000,0,0
0,0,22.502406,-1.000000
22.505077,-1.000000,0,0
0,0,22.505077,-1.000000
0,0,22.507748,-1.000000
22.507748,-1.000000,0,0
22.510420,-1.000000,0,0
0,0,22.510420,-1.000000
22.513091,-1.000000,0,0
0,0,22.513091,-1.000000
22.515762,-1.000000,0,0
0,0,22.515762,-1.000000
22.518433,-1.000000,0,0
0,0,22.518433,-1.000000
0,0,22.521104,-1.000000
22.521104,-1.000000,0,0
22.523775,-1.000000,0,0
0,0,22.523775,-1.000000
22.526447,-1.000000,0,0
0,0,22.526447,-1.000000
0,0,22.529118,-1.000000
22.529118,-1.000000,0,0
0,0,22.531789,-1.000000
22.531789,-1.000000,0,0
22.534460,-1.000000,0,0
0,0,22.534460,-1.000000
22.537131,-1.000000,0,0
0,0,22.537131,-1.000000
22.539803,-1.000000,0,0
0,0,22.539803,-1.000000
22.542474,-1.000000,0,0
0,0,22.542474,-1.000000
22.545145,-1.000000,0,0
0,0,22.545145,-1.000000
0,0,22.547816,-1.000000
22.547816,-1.000000,0,0
22.550487,-1.000000,0,0
0,0,22.550487,-1.000000
22.553158,-1.000000,0,0
0,0,22.553158,-1.000000
22.555829,-1.000000,0,0
0,0,22.555829,-1.000000
22.558501,-1.000000,0,0
0,0,22.558501,-1.000000
22.561172,-1.000000,0,0
0,0,22.561172,-1.000000
22.563843,-1.000000,0,0
0,0,22.563843,-1.000000
22.566514,-1.000000,0,0
0,0,22.566514,-1.000000
22.569185,-1.000000,0,0
0,0,22.569185,-1.000000
22.571856,-1.000000,0,0
0,0,22.571856,-1.000000
22.574528,-1.000000,0,0
0,0,22.574528,-1.000000
22.577199,-1.000000,0,0
0,0,22.577199,-1.000000
22.579870,-1.000000,0,0
0,0,22.579870,-1.000000
22.582541,-1.000000,0,0
0,0,22.582541,-1.000000
22.585212,-1.000000,0,0
0,0,22.585212,-1.000000
22.587883,-1.000000,0,0
0,0,22.587883,-1.000000
22.590555,-1.000000,0,0
0,0,22.590555,-1.000000
22.593226,-1.000000,0,0
0,0,22.593226,-1.000000
22.595897,-1.000000,0,0
0,0,22.595897,-1.000000
0,0,22.598568,-1.000000
22.598568,-1.000000,0,0
22.601239,-1.000000,0,0
0,0,22.601239,-1.000000
22.603910,-1.000000,0,0
0,0,22.603910,-1.000000
22.606582,-1.000000,0,0
0,0,22.606582,-1.000000
22.609253,-1.000000,0,0
0,0,22.609253,-1.000000
22.611924,-1.000000,0,0
0,0,22.611924,-1.000000
22.614595,-1.000000,0,0
0,0,22.614595,-1.000000
22.617266,-1.000000,0,0
0,0,22.617266,-1.000000
22.619938,-1.000000,0,0
0,0,22.619938,-1.000000
0,0,22.622609,-1.000000
22.622609,-1.000000,0,0
22.625280,-1.000000,0,0
0,0,22.625280,-1.000000
22.627951,-1.000000,0,0
0,0,22.627951,-1.000000
22.630622,-1.000000,0,0
0,0,22.630622,-1.000000
22.633293,-1.000000,0,0
0,0,22.633293,-1.000000
22.635965,-1.000000,0,0
0,0,22.635965,-1.000000
0,0,22.638636,-1.000000
22.638636,-1.000000,0,0
22.641307,-1.000000,0,0
0,0,22.641307,-1.000000
22.643978,-1.000000,0,0
0,0,22.643978,-1.000000
22.646649,-1.000000,0,0
0,0,22.646649,-1.000000
22.649320,-1.000000,0,0
0,0,22.649320,-1.000000
22.651992,-1.000000,0,0
0,0,22.651992,-1.000000
22.654663,-1.000000,0,0
0,0,22.654663,-1.000000
0,0,22.657334,-1.000000
22.657334,-1.000000,0,0
22.660005,-1.000000,0,0
0,0,22.660005,-1.000000
22.662676,-1.000000,0,0
0,0,22.662676,-1.000000
22.665347,-1.000000,0,0
0,0,22.665347,-1.000000
22.668019,-1.000000,0,0
0,0,22.668019,-1.000000
22.670690,-1.000000,0,0
0,0,22.670690,-1.000000
22.673361,-1.000000,0,0
0,0,22.673361,-1.000000
22.676032,-1.000000,0,0
0,0,22.676032,-1.000000
0,0,22.678703,-1.000000
22.678703,-1.000000,0,0
22.681375,-1.000000,0,0
0,0,22.681375,-1.000000
22.684046,-1.000000,0,0
0,0,22.684046,-1.000000
0,0,22.686717,-1.000000
22.686717,-1.000000,0,0
0,0,22.689388,-1.000000
22.689388,-1.000000,0,0
22.692059,-1.000000,0,0
0,0,22.692059,-1.000000
22.694730,-1.000000,0,0
0,0,22.694730,-1.000000
22.697402,-1.000000,0,0
0,0,22.697402,-1.000000
22.700073,-1.000000,0,0
0,0,22.700073,-1.000000
22.702744,-1.000000,0,0
0,0,22.702744,-1.000000
0,0,22.705415,-1.000000
22.705415,-1.000000,0,0
22.708086,-1.000000,0,0
0,0,22.708086,-1.000000
22.710757,-1.000000,0,0
0,0,22.710757,-1.000000
22.713429,-1.000000,0,0
0,0,22.713429,-1.000000
22.716100,-1.000000,0,0
0,0,22.716100,-1.000000
22.718771,-1.000000,0,0
0,0,22.718771,-1.000000
22.721442,-1.000000,0,0
0,0,22.721442,-1.000000
22.724113,-1.000000,0,0
0,0,22.724113,-1.000000
22.726785,-1.000000,0,0
0,0,22.726785,-1.000000
22.729456,-1.000000,0,0
0,0,22.729456,-1.000000
22.732127,-1.000000,0,0
0,0,22.732127,-1.000000
22.734798,-1.000000,0,0
0,0,22.734798,-1.000000
22.737469,-1.000000,0,0
0,0,22.737469,-1.000000
22.740141,-1.000000,0,0
0,0,22.740141,-1.000000
22.742812,-1.000000,0,0
0,0,22.742812,-1.000000
22.745483,-1.000000,0,0
0,0,22.745483,-1.000000
22.748154,-1.000000,0,0
0,0,22.748154,-1.000000
22.750825,-1.000000,0,0
0,0,22.750825,-1.000000
22.753496,-1.000000,0,0
0,0,22.753496,-1.000000
22.756167,-1.000000,0,0
0,0,22.756167,-1.000000
0,0,22.758839,-1.000000
22.758839,-1.000000,0,0
22.761510,-1.000000,0,0
0,0,22.761510,-1.000000
22.764181,-1.000000,0,0
0,0,22.764181,-1.000000
22.766852,-1.000000,0,0
0,0,22.766852,-1.000000
0,0,22.769523,-1.000000
22.769523,-1.000000,0,0
22.772195,-1.000000,0,0
0,0,22.772195,-1.000000
22.774866,-1.000000,0,0
0,0,22.774866,-1.000000
22.777537,-1.000000,0,0
0,0,22.777537,-1.000000
0,0,22.780208,-1.000000
22.780208,-1.000000,0,0
22.782879,-1.000000,0,0
0,0,22.782879,-1.000000
22.785550,-1.000000,0,0
0,0,22.785550,-1.000000
22.788222,-1.000000,0,0
0,0,22.788222,-1.000000
22.790893,-1.000000,0,0
0,0,22.790893,-1.000000
22.793564,-1.000000,0,0
0,0,22.793564,-1.000000
22.796235,-1.000000,0,0
0,0,22.796235,-1.000000
22.798906,-1.000000,0,0
0,0,22.798906,-1.000000
0,0,22.801578,-1.000000
22.801578,-1.000000,0,0
0,0,22.804249,-1.000000
22.804249,-1.000000,0,0
22.806920,-1.000000,0,0
0,0,22.806920,-1.000000
22.809591,-1.000000,0,0
0,0,22.809591,-1.000000
22.812262,-1.000000,0,0
0,0,22.812262,-1.000000
22.814933,-1.000000,0,0
0,0,22.814933,-1.000000
22.817604,-1.000000,0,0
0,0,22.817604,-1.000000
22.820276,-1.000000,0,0
0,0,22.820276,-1.000000
22.822947,-1.000000,0,0
0,0,22.822947,-1.000000
22.825618,-1.000000,0,0
0,0,22.825618,-1.000000
22.828289,-1.000000,0,0
0,0,22.828289,-1.000000
22.830960,-1.000000,0,0
0,0,22.830960,-1.000000
22.833632,-1.000000,0,0
0,0,22.833632,-1.000000
22.836303,-1.000000,0,0
0,0,22.836303,-1.000000
0,0,22.838974,-1.000000
22.838974,-1.000000,0,0
22.841645,-1.000000,0,0
0,0,22.841645,-1.000000
0,0,22.844316,-1.000000
22.844316,-1.000000,0,0
22.846987,-1.000000,0,0
0,0,22.846987,-1.000000
22.849658,-1.000000,0,0
0,0,22.849658,-1.000000
22.852330,-1.000000,0,0
0,0,22.852330,-1.000000
22.855001,-1.000000,0,0
0,0,22.855001,-1.000000
22.857672,-1.000000,0,0
0,0,22.857672,-1.000000
22.860343,-1.000000,0,0
0,0,22.860343,-1.000000
22.863014,-1.000000,0,0
0,0,22.863014,-1.000000
22.865685,-1.000000,0,0
0,0,22.865685,-1.000000
22.868357,-1.000000,0,0
0,0,22.868357,-1.000000
0,0,22.871028,-1.000000
22.871028,-1.000000,0,0
22.873699,-1.000000,0,0
0,0,22.873699,-1.000000
22.876370,-1.000000,0,0
0,0,22.876370,-1.000000
22.879041,-1.000000,0,0
0,0,22.879041,-1.000000
22.881712,-1.000000,0,0
0,0,22.881712,-1.000000
22.884384,-1.000000,0,0
0,0,22.884384,-1.000000
22.887055,-1.000000,0,0
0,0,22.887055,-1.000000
0,0,22.889726,-1.000000
22.889726,-1.000000,0,0
22.892397,-1.000000,0,0
0,0,22.892397,-1.000000
0,0,22.895068,-1.000000
22.895068,-1.000000,0,0
22.897739,-1.000000,0,0
0,0,22.897739,-1.000000
22.900411,-1.000000,0,0
0,0,22.900411,-1.000000
22.903082,-1.000000,0,0
0,0,22.903082,-1.000000
22.905753,-1.000000,0,0
0,0,22.905753,-1.000000
22.908424,-1.000000,0,0
0,0,22.908424,-1.000000
22.911095,-1.000000,0,0
0,0,22.911095,-1.000000
22.913766,-1.000000,0,0
0,0,22.913766,-1.000000
22.916438,-1.000000,0,0
0,0,22.916438,-1.000000
22.919109,-1.000000,0,0
0,0,22.919109,-1.000000
22.921780,-1.000000,0,0
0,0,22.921780,-1.000000
22.924451,-1.000000,0,0
0,0,22.924451,-1.000000
22.927122,-1.000000,0,0
0,0,22.927122,-1.000000
22.929793,-1.000000,0,0
0,0,22.929793,-1.000000
22.932465,-1.000000,0,0
0,0,22.932465,-1.000000
22.935136,-1.000000,0,0
0,0,22.935136,-1.000000
22.937807,-1.000000,0,0
0,0,22.937807,-1.000000
22.940478,-1.000000,0,0
0,0,22.940478,-1.000000
0,0,22.943149,-1.000000
22.943149,-1.000000,0,0
22.945820,-1.000000,0,0
0,0,22.945820,-1.000000
0,0,22.948492,-1.000000
22.948492,-1.000000,0,0
22.951163,-1.000000,0,0
0,0,22.951163,-1.000000
22.953834,-1.000000,0,0
0,0,22.953834,-1.000000
22.956505,-1.000000,0,0
0,0,22.956505,-1.000000
22.959176,-1.000000,0,0
0,0,22.959176,-1.000000
22.961847,-1.000000,0,0
0,0,22.961847,-1.000000
22.964519,-1.000000,0,0
0,0,22.964519,-1.000000
22.967190,-1.000000,0,0
0,0,22.967190,-1.000000
22.969861,-1.000000,0,0
0,0,22.969861,-1.000000
0,0,22.972532,-1.000000
22.972532,-1.000000,0,0
22.975203,-1.000000,0,0
0,0,22.975203,-1.000000
22.977875,-1.000000,0,0
0,0,22.977875,-1.000000
22.980546,-1.000000,0,0
0,0,22.980546,-1.000000
22.983217,-1.000000,0,0
0,0,22.983217,-1.000000
22.985888,-1.000000,0,0
0,0,22.985888,-1.000000
22.988559,-1.000000,0,0
0,0,22.988559,-1.000000
22.991230,-1.000000,0,0
0,0,22.991230,-1.000000
22.993902,-1.000000,0,0
0,0,22.993902,-1.000000
22.996573,-1.000000,0,0
0,0,22.996573,-1.000000
22.999244,-1.000000,0,0
0,0,22.999244,-1.000000
23.001915,-1.000000,0,0
0,0,23.001915,-1.000000
23.004586,-1.000000,0,0
0,0,23.004586,-1.000000
23.007257,-1.000000,0,0
0,0,23.007257,-1.000000
23.009928,-1.000000,0,0
0,0,23.009928,-1.000000
23.012600,-1.000000,0,0
0,0,23.012600,-1.000000
23.015271,-1.000000,0,0
0,0,23.015271,-1.000000
23.017942,-1.000000,0,0
0,0,23.017942,-1.000000
23.020613,-1.000000,0,0
0,0,23.020613,-1.000000
23.023284,-1.000000,0,0
0,0,23.023284,-1.000000
23.025956,-1.000000,0,0
0,0,23.025956,-1.000000
23.028627,-1.000000,0,0
0,0,23.028627,-1.000000
23.031298,-1.000000,0,0
0,0,23.031298,-1.000000
23.033969,-1.000000,0,0
0,0,23.033969,-1.000000
23.036640,-1.000000,0,0
0,0,23.036640,-1.000000
23.039311,-1.000000,0,0
0,0,23.039311,-1.000000
23.041982,-1.000000,0,0
0,0,23.041982,-1.000000
23.044654,-1.000000,0,0
0,0,23.044654,-1.000000
23.047325,-1.000000,0,0
0,0,23.047325,-1.000000
23.049996,-1.000000,0,0
0,0,23.049996,-1.000000
23.052667,-1.000000,0,0
0,0,23.052667,-1.000000
23.055338,-1.000000,0,0
0,0,23.055338,-1.000000
23.058009,-1.000000,0,0
0,0,23.058009,-1.000000
23.060681,-1.000000,0,0
0,0,23.060681,-1.000000
23.063352,-1.000000,0,0
0,0,23.063352,-1.000000
23.066023,-1.000000,0,0
0,0,23.066023,-1.000000
23.068694,-1.000000,0,0
0,0,23.068694,-1.000000
23.071365,-1.000000,0,0
0,0,23.071365,-1.000000
23.074036,-1.000000,0,0
0,0,23.074036,-1.000000
23.076708,-1.000000,0,0
0,0,23.076708,-1.000000
23.079379,-1.000000,0,0
0,0,23.079379,-1.000000
23.082050,-1.000000,0,0
0,0,23.082050,-1.000000
23.084721,-1.000000,0,0
0,0,23.084721,-1.000000
23.087392,-1.000000,0,0
0,0,23.087392,-1.000000
23.090063,-1.000000,0,0
0,0,23.090063,-1.000000
23.092735,-1.000000,0,0
