time_alpha,amp_alpha,time_gamma,amp_gamma
36.355036,-1.000000,0,0
0,0,36.355036,-1.000000
36.357708,-1.000000,0,0
0,0,36.357708,-1.000000
36.360379,-1.000000,0,0
0,0,36.360379,-1.000000
36.363050,-1.000000,0,0
0,0,36.363050,-1.000000
36.365721,-1.000000,0,0
0,0,36.365721,-1.000000
36.368392,-1.000000,0,0
0,0,36.368392,-1.000000
36.371063,-1.000000,0,0
0,0,36.371063,-1.000000
36.373735,-1.000000,0,0
0,0,36.373735,-1.000000
36.376406,-1.000000,0,0
0,0,36.376406,-1.000000
36.379077,-1.000000,0,0
0,0,36.379077,-1.000000
36.381748,-1.000000,0,0
0,0,36.381748,-1.000000
36.384419,-1.000000,0,0
0,0,36.384419,-1.000000
36.387090,-1.000000,0,0
0,0,36.387090,-1.000000
36.389762,-1.000000,0,0
0,0,36.389762,-1.000000
36.392433,-1.000000,0,0
0,0,36.392433,-1.000000
36.395104,-1.000000,0,0
0,0,36.395104,-1.000000
36.397775,-1.000000,0,0
0,0,36.397775,-1.000000
36.400446,-1.000000,0,0
0,0,36.400446,-1.000000
0,0,36.403118,-1.000000
36.403118,-1.000000,0,0
36.405789,-1.000000,0,0
0,0,36.405789,-1.000000
36.408460,-1.000000,0,0
0,0,36.408460,-1.000000
0,0,36.411131,-1.000000
36.411131,-1.000000,0,0
36.413802,-1.000000,0,0
0,0,36.413802,-1.000000
36.416473,-1.000000,0,0
0,0,36.416473,-1.000000
36.419145,-1.000000,0,0
0,0,36.419145,-1.000000
0,0,36.421816,-1.000000
36.421816,-1.000000,0,0
36.424487,-1.000000,0,0
0,0,36.424487,-1.000000
0,0,36.427158,-1.000000
36.427158,-1.000000,0,0
36.429829,-1.000000,0,0
0,0,36.429829,-1.000000
36.432500,-1.000000,0,0
0,0,36.432500,-1.000000
36.435172,-1.000000,0,0
0,0,36.435172,-1.000000
36.437843,-1.000000,0,0
0,0,36.437843,-1.000000
36.440514,-1.000000,0,0
0,0,36.440514,-1.000000
0,0,36.443185,-1.000000
36.443185,-1.000000,0,0
36.445856,-1.000000,0,0
0,0,36.445856,-1.000000
36.448527,-1.000000,0,0
0,0,36.448527,-1.000000
36.451199,-1.000000,0,0
0,0,36.451199,-1.000000
36.453870,-1.000000,0,0
0,0,36.453870,-1.000000
36.456541,-1.000000,0,0
0,0,36.456541,-1.000000
36.459212,-1.000000,0,0
0,0,36.459212,-1.000000
36.461883,-1.000000,0,0
0,0,36.461883,-1.000000
36.464554,-1.000000,0,0
0,0,36.464554,-1.000000
36.467225,-1.000000,0,0
0,0,36.467225,-1.000000
36.469897,-1.000000,0,0
0,0,36.469897,-1.000000
36.472568,-1.000000,0,0
0,0,36.472568,-1.000000
36.475239,-1.000000,0,0
0,0,36.475239,-1.000000
36.477910,-1.000000,0,0
0,0,36.477910,-1.000000
36.480581,-1.000000,0,0
0,0,36.480581,-1.000000
36.483253,-1.000000,0,0
0,0,36.483253,-1.000000
36.485924,-1.000000,0,0
0,0,36.485924,-1.000000
36.488595,-1.000000,0,0
0,0,36.488595,-1.000000
36.491266,-1.000000,0,0
0,0,36.491266,-1.000000
36.493937,-1.000000,0,0
0,0,36.493937,-1.000000
36.496609,-1.000000,0,0
0,0,36.496609,-1.000000
36.499280,-1.000000,0,0
0,0,36.499280,-1.000000
36.501951,-1.000000,0,0
0,0,36.501951,-1.000000
36.504622,-1.000000,0,0
0,0,36.504622,-1.000000
36.507293,-1.000000,0,0
0,0,36.507293,-1.000000
36.509964,-1.000000,0,0
0,0,36.509964,-1.000000
36.512636,-1.000000,0,0
0,0,36.512636,-1.000000
36.515307,-1.000000,0,0
0,0,36.515307,-1.000000
0,0,36.517978,-1.000000
36.517978,-1.000000,0,0
36.520649,-1.000000,0,0
0,0,36.520649,-1.000000
36.523320,-1.000000,0,0
0,0,36.523320,-1.000000
36.525991,-1.000000,0,0
0,0,36.525991,-1.000000
36.528663,-1.000000,0,0
0,0,36.528663,-1.000000
36.531334,-1.000000,0,0
0,0,36.531334,-1.000000
36.534005,-1.000000,0,0
0,0,36.534005,-1.000000
36.536676,-1.000000,0,0
0,0,36.536676,-1.000000
36.539347,-1.000000,0,0
0,0,36.539347,-1.000000
36.542018,-1.000000,0,0
0,0,36.542018,-1.000000
36.544690,-1.000000,0,0
0,0,36.544690,-1.000000
36.547361,-1.000000,0,0
0,0,36.547361,-1.000000
36.550032,-1.000000,0,0
0,0,36.550032,-1.000000
36.552703,-1.000000,0,0
0,0,36.552703,-1.000000
36.555374,-1.000000,0,0
0,0,36.555374,-1.000000
36.558046,-1.000000,0,0
0,0,36.558046,-1.000000
36.560717,-1.000000,0,0
0,0,36.560717,-1.000000
36.563388,-1.000000,0,0
0,0,36.563388,-1.000000
36.566059,-1.000000,0,0
0,0,36.566059,-1.000000
36.568730,-1.000000,0,0
0,0,36.568730,-1.000000
36.571401,-1.000000,0,0
0,0,36.571401,-1.000000
36.574072,-1.000000,0,0
0,0,36.574072,-1.000000
36.576744,-1.000000,0,0
0,0,36.576744,-1.000000
36.579415,-1.000000,0,0
0,0,36.579415,-1.000000
36.582086,-1.000000,0,0
0,0,36.582086,-1.000000
36.584757,-1.000000,0,0
0,0,36.584757,-1.000000
36.587428,-1.000000,0,0
0,0,36.587428,-1.000000
36.590099,-1.000000,0,0
0,0,36.590099,-1.000000
36.592771,-1.000000,0,0
0,0,36.592771,-1.000000
36.595442,-1.000000,0,0
0,0,36.595442,-1.000000
36.598113,-1.000000,0,0
0,0,36.598113,-1.000000
36.600784,-1.000000,0,0
0,0,36.600784,-1.000000
36.603455,-1.000000,0,0
0,0,36.603455,-1.000000
36.606126,-1.000000,0,0
0,0,36.606126,-1.000000
36.608798,-1.000000,0,0
0,0,36.608798,-1.000000
36.611469,-1.000000,0,0
0,0,36.611469,-1.000000
36.614140,-1.000000,0,0
0,0,36.614140,-1.000000
36.616811,-1.000000,0,0
0,0,36.616811,-1.000000
0,0,36.619482,-1.000000
36.619482,-1.000000,0,0
36.622153,-1.000000,0,0
0,0,36.622153,-1.000000
36.624825,-1.000000,0,0
0,0,36.624825,-1.000000
36.627496,-1.000000,0,0
0,0,36.627496,-1.000000
36.630167,-1.000000,0,0
0,0,36.630167,-1.000000
36.632838,-1.000000,0,0
0,0,36.632838,-1.000000
36.635509,-1.000000,0,0
0,0,36.635509,-1.000000
36.638181,-1.000000,0,0
0,0,36.638181,-1.000000
36.640852,-1.000000,0,0
0,0,36.640852,-1.000000
36.643523,-1.000000,0,0
0,0,36.643523,-1.000000
36.646194,-1.000000,0,0
0,0,36.646194,-1.000000
36.648865,-1.000000,0,0
0,0,36.648865,-1.000000
36.651536,-1.000000,0,0
0,0,36.651536,-1.000000
36.654207,-1.000000,0,0
0,0,36.654207,-1.000000
36.656879,-1.000000,0,0
0,0,36.656879,-1.000000
36.659550,-1.000000,0,0
0,0,36.659550,-1.000000
36.662221,-1.000000,0,0
0,0,36.662221,-1.000000
36.664892,-1.000000,0,0
0,0,36.664892,-1.000000
36.667563,-1.000000,0,0
0,0,36.667563,-1.000000
36.670235,-1.000000,0,0
0,0,36.670235,-1.000000
36.672906,-1.000000,0,0
0,0,36.672906,-1.000000
36.675577,-1.000000,0,0
0,0,36.675577,-1.000000
36.678248,-1.000000,0,0
0,0,36.678248,-1.000000
36.680919,-1.000000,0,0
0,0,36.680919,-1.000000
36.683590,-1.000000,0,0
0,0,36.683590,-1.000000
36.686261,-1.000000,0,0
0,0,36.686261,-1.000000
36.688933,-1.000000,0,0
0,0,36.688933,-1.000000
36.691604,-1.000000,0,0
0,0,36.691604,-1.000000
36.694275,-1.000000,0,0
0,0,36.694275,-1.000000
0,0,36.696946,-1.000000
36.696946,-1.000000,0,0
36.699617,-1.000000,0,0
0,0,36.699617,-1.000000
36.702289,-1.000000,0,0
0,0,36.702289,-1.000000
36.704960,-1.000000,0,0
0,0,36.704960,-1.000000
36.707631,-1.000000,0,0
0,0,36.707631,-1.000000
36.710302,-1.000000,0,0
0,0,36.710302,-1.000000
36.712973,-1.000000,0,0
0,0,36.712973,-1.000000
36.715644,-1.000000,0,0
0,0,36.715644,-1.000000
36.718316,-1.000000,0,0
0,0,36.718316,-1.000000
36.720987,-1.000000,0,0
0,0,36.720987,-1.000000
36.723658,-1.000000,0,0
0,0,36.723658,-1.000000
36.726329,-1.000000,0,0
0,0,36.726329,-1.000000
36.729000,-1.000000,0,0
0,0,36.729000,-1.000000
36.731671,-1.000000,0,0
0,0,36.731671,-1.000000
36.734343,-1.000000,0,0
0,0,36.734343,-1.000000
36.737014,-1.000000,0,0
0,0,36.737014,-1.000000
36.739685,-1.000000,0,0
0,0,36.739685,-1.000000
36.742356,-1.000000,0,0
0,0,36.742356,-1.000000
36.745027,-1.000000,0,0
0,0,36.745027,-1.000000
36.747698,-1.000000,0,0
0,0,36.747698,-1.000000
36.750370,-1.000000,0,0
0,0,36.750370,-1.000000
36.753041,-1.000000,0,0
0,0,36.753041,-1.000000
36.755712,-1.000000,0,0
0,0,36.755712,-1.000000
36.758383,-1.000000,0,0
0,0,36.758383,-1.000000
36.761054,-1.000000,0,0
0,0,36.761054,-1.000000
0,0,36.763725,-1.000000
36.763725,-1.000000,0,0
36.766396,-1.000000,0,0
0,0,36.766396,-1.000000
36.769068,-1.000000,0,0
0,0,36.769068,-1.000000
36.771739,-1.000000,0,0
0,0,36.771739,-1.000000
36.774410,-1.000000,0,0
0,0,36.774410,-1.000000
36.777081,-1.000000,0,0
0,0,36.777081,-1.000000
36.779752,-1.000000,0,0
0,0,36.779752,-1.000000
36.782424,-1.000000,0,0
0,0,36.782424,-1.000000
36.785095,-1.000000,0,0
0,0,36.785095,-1.000000
36.787766,-1.000000,0,0
0,0,36.787766,-1.000000
36.790437,-1.000000,0,0
0,0,36.790437,-1.000000
36.793108,-1.000000,0,0
0,0,36.793108,-1.000000
36.795779,-1.000000,0,0
0,0,36.795779,-1.000000
36.798450,-1.000000,0,0
0,0,36.798450,-1.000000
36.801122,-1.000000,0,0
0,0,36.801122,-1.000000
36.803793,-1.000000,0,0
0,0,36.803793,-1.000000
36.806464,-1.000000,0,0
0,0,36.806464,-1.000000
36.809135,-1.000000,0,0
0,0,36.809135,-1.000000
36.811806,-1.000000,0,0
0,0,36.811806,-1.000000
36.814477,-1.000000,0,0
0,0,36.814477,-1.000000
36.817149,-1.000000,0,0
0,0,36.817149,-1.000000
36.819820,-1.000000,0,0
0,0,36.819820,-1.000000
36.822491,-1.000000,0,0
0,0,36.822491,-1.000000
36.825162,-1.000000,0,0
0,0,36.825162,-1.000000
36.827833,-1.000000,0,0
0,0,36.827833,-1.000000
36.830504,-1.000000,0,0
0,0,36.830504,-1.000000
36.833176,-1.000000,0,0
0,0,36.833176,-1.000000
36.835847,-1.000000,0,0
0,0,36.835847,-1.000000
36.838518,-1.000000,0,0
0,0,36.838518,-1.000000
36.841189,-1.000000,0,0
0,0,36.841189,-1.000000
36.843860,-1.000000,0,0
0,0,36.843860,-1.000000
36.846531,-1.000000,0,0
0,0,36.846531,-1.000000
36.849203,-1.000000,0,0
0,0,36.849203,-1.000000
36.851874,-1.000000,0,0
0,0,36.851874,-1.000000
36.854545,-1.000000,0,0
0,0,36.854545,-1.000000
36.857216,-1.000000,0,0
0,0,36.857216,-1.000000
36.859887,-1.000000,0,0
0,0,36.859887,-1.000000
36.862558,-1.000000,0,0
0,0,36.862558,-1.000000
36.865230,-1.000000,0,0
0,0,36.865230,-1.000000
36.867901,-1.000000,0,0
0,0,36.867901,-1.000000
36.870572,-1.000000,0,0
0,0,36.870572,-1.000000
36.873243,-1.000000,0,0
0,0,36.873243,-1.000000
36.875914,-1.000000,0,0
0,0,36.875914,-1.000000
36.878585,-1.000000,0,0
0,0,36.878585,-1.000000
36.881257,-1.000000,0,0
0,0,36.881257,-1.000000
36.883928,-1.000000,0,0
0,0,36.883928,-1.000000
0,0,36.886599,-1.000000
36.886599,-1.000000,0,0
36.889270,-1.000000,0,0
0,0,36.889270,-1.000000
36.891941,-1.000000,0,0
0,0,36.891941,-1.000000
36.894612,-1.000000,0,0
0,0,36.894612,-1.000000
36.897284,-1.000000,0,0
0,0,36.897284,-1.000000
36.899955,-1.000000,0,0
0,0,36.899955,-1.000000
36.902626,-1.000000,0,0
0,0,36.902626,-1.000000
36.905297,-1.000000,0,0
0,0,36.905297,-1.000000
36.907968,-1.000000,0,0
0,0,36.907968,-1.000000
36.910640,-1.000000,0,0
0,0,36.910640,-1.000000
36.913311,-1.000000,0,0
0,0,36.913311,-1.000000
0,0,36.915982,-1.000000
36.915982,-1.000000,0,0
36.918653,-1.000000,0,0
0,0,36.918653,-1.000000
0,0,36.921324,-1.000000
36.921324,-1.000000,0,0
36.923995,-1.000000,0,0
0,0,36.923995,-1.000000
0,0,36.926666,-1.000000
36.926666,-1.000000,0,0
0,0,36.929338,-1.000000
36.929338,-1.000000,0,0
36.932009,-1.000000,0,0
0,0,36.932009,-1.000000
36.934680,-1.000000,0,0
0,0,36.934680,-1.000000
36.937351,-1.000000,0,0
0,0,36.937351,-1.000000
36.940022,-1.000000,0,0
0,0,36.940022,-1.000000
36.942694,-1.000000,0,0
0,0,36.942694,-1.000000
36.945365,-1.000000,0,0
0,0,36.945365,-1.000000
0,0,36.948036,-1.000000
36.948036,-1.000000,0,0
36.950707,-1.000000,0,0
0,0,36.950707,-1.000000
36.953378,-1.000000,0,0
0,0,36.953378,-1.000000
36.956050,-1.000000,0,0
0,0,36.956050,-1.000000
36.958721,-1.000000,0,0
0,0,36.958721,-1.000000
36.961392,-1.000000,0,0
0,0,36.961392,-1.000000
36.964063,-1.000000,0,0
0,0,36.964063,-1.000000
36.966734,-1.000000,0,0
0,0,36.966734,-1.000000
36.969405,-1.000000,0,0
0,0,36.969405,-1.000000
36.972076,-1.000000,0,0
0,0,36.972076,-1.000000
36.974748,-1.000000,0,0
0,0,36.974748,-1.000000
36.977419,-1.000000,0,0
0,0,36.977419,-1.000000
36.980090,-1.000000,0,0
0,0,36.980090,-1.000000
36.982761,-1.000000,0,0
0,0,36.982761,-1.000000
36.985432,-1.000000,0,0
0,0,36.985432,-1.000000
36.988104,-1.000000,0,0
0,0,36.988104,-1.000000
36.990775,-1.000000,0,0
0,0,36.990775,-1.000000
36.993446,-1.000000,0,0
0,0,36.993446,-1.000000
0,0,36.996117,-1.000000
36.996117,-1.000000,0,0
0,0,36.998788,-1.000000
36.998788,-1.000000,0,0
37.001459,-1.000000,0,0
0,0,37.001459,-1.000000
37.004131,-1.000000,0,0
0,0,37.004131,-1.000000
37.006802,-1.000000,0,0
0,0,37.006802,-1.000000
37.009473,-1.000000,0,0
0,0,37.009473,-1.000000
0,0,37.012144,-1.000000
37.012144,-1.000000,0,0
37.014815,-1.000000,0,0
0,0,37.014815,-1.000000
37.017486,-1.000000,0,0
0,0,37.017486,-1.000000
0,0,37.020158,-1.000000
37.020158,-1.000000,0,0
0,0,37.022829,-1.000000
37.022829,-1.000000,0,0
37.025500,-1.000000,0,0
0,0,37.025500,-1.000000
37.028171,-1.000000,0,0
0,0,37.028171,-1.000000
37.030842,-1.000000,0,0
0,0,37.030842,-1.000000
0,0,37.033513,-1.000000
37.033513,-1.000000,0,0
0,0,37.036185,-1.000000
37.036185,-1.000000,0,0
37.038856,-1.000000,0,0
0,0,37.038856,-1.000000
37.041527,-1.000000,0,0
0,0,37.041527,-1.000000
37.044198,-1.000000,0,0
0,0,37.044198,-1.000000
0,0,37.046869,-1.000000
37.046869,-1.000000,0,0
37.049541,-1.000000,0,0
0,0,37.049541,-1.000000
37.052212,-1.000000,0,0
0,0,37.052212,-1.000000
37.054883,-1.000000,0,0
0,0,37.054883,-1.000000
37.057554,-1.000000,0,0
0,0,37.057554,-1.000000
37.060225,-1.000000,0,0
0,0,37.060225,-1.000000
37.062896,-1.000000,0,0
0,0,37.062896,-1.000000
37.065567,-1.000000,0,0
0,0,37.065567,-1.000000
37.068239,-1.000000,0,0
0,0,37.068239,-1.000000
37.070910,-1.000000,0,0
0,0,37.070910,-1.000000
37.073581,-1.000000,0,0
0,0,37.073581,-1.000000
37.076252,-1.000000,0,0
0,0,37.076252,-1.000000
37.078923,-1.000000,0,0
0,0,37.078923,-1.000000
37.081595,-1.000000,0,0
0,0,37.081595,-1.000000
37.084266,-1.000000,0,0
0,0,37.084266,-1.000000
37.086937,-1.000000,0,0
0,0,37.086937,-1.000000
37.089608,-1.000000,0,0
0,0,37.089608,-1.000000
37.092279,-1.000000,0,0
0,0,37.092279,-1.000000
37.094950,-1.000000,0,0
0,0,37.094950,-1.000000
37.097622,-1.000000,0,0
0,0,37.097622,-1.000000
37.100293,-1.000000,0,0
0,0,37.100293,-1.000000
37.102964,-1.000000,0,0
0,0,37.102964,-1.000000
37.105635,-1.000000,0,0
0,0,37.105635,-1.000000
37.108306,-1.000000,0,0
0,0,37.108306,-1.000000
37.110977,-1.000000,0,0
0,0,37.110977,-1.000000
37.113649,-1.000000,0,0
0,0,37.113649,-1.000000
37.116320,-1.000000,0,0
0,0,37.116320,-1.000000
37.118991,-1.000000,0,0
0,0,37.118991,-1.000000
37.121662,-1.000000,0,0
0,0,37.121662,-1.000000
37.124333,-1.000000,0,0
0,0,37.124333,-1.000000
37.127004,-1.000000,0,0
0,0,37.127004,-1.000000
37.129676,-1.000000,0,0
0,0,37.129676,-1.000000
37.132347,-1.000000,0,0
0,0,37.132347,-1.000000
37.135018,-1.000000,0,0
0,0,37.135018,-1.000000
37.137689,-1.000000,0,0
0,0,37.137689,-1.000000
0,0,37.140360,-1.000000
37.140360,-1.000000,0,0
37.143031,-1.000000,0,0
0,0,37.143031,-1.000000
37.145703,-1.000000,0,0
0,0,37.145703,-1.000000
37.148374,-1.000000,0,0
0,0,37.148374,-1.000000
0,0,37.151045,-1.000000
37.151045,-1.000000,0,0
37.153716,-1.000000,0,0
0,0,37.153716,-1.000000
37.156387,-1.000000,0,0
0,0,37.156387,-1.000000
37.159058,-1.000000,0,0
0,0,37.159058,-1.000000
37.161730,-1.000000,0,0
0,0,37.161730,-1.000000
37.164401,-1.000000,0,0
0,0,37.164401,-1.000000
37.167072,-1.000000,0,0
0,0,37.167072,-1.000000
37.169743,-1.000000,0,0
0,0,37.169743,-1.000000
37.172414,-1.000000,0,0
0,0,37.172414,-1.000000
37.175085,-1.000000,0,0
0,0,37.175085,-1.000000
37.177757,-1.000000,0,0
0,0,37.177757,-1.000000
37.180428,-1.000000,0,0
0,0,37.180428,-1.000000
37.183099,-1.000000,0,0
0,0,37.183099,-1.000000
37.185770,-1.000000,0,0
0,0,37.185770,-1.000000
37.188441,-1.000000,0,0
0,0,37.188441,-1.000000
37.191112,-1.000000,0,0
0,0,37.191112,-1.000000
37.193784,-1.000000,0,0
0,0,37.193784,-1.000000
37.196455,-1.000000,0,0
0,0,37.196455,-1.000000
0,0,37.199126,-1.000000
37.199126,-1.000000,0,0
37.201797,-1.000000,0,0
0,0,37.201797,-1.000000
37.204468,-1.000000,0,0
0,0,37.204468,-1.000000
37.207139,-1.000000,0,0
0,0,37.207139,-1.000000
37.209811,-1.000000,0,0
0,0,37.209811,-1.000000
0,0,37.212482,-1.000000
37.212482,-1.000000,0,0
37.215153,-1.000000,0,0
0,0,37.215153,-1.000000
37.217824,-1.000000,0,0
0,0,37.217824,-1.000000
37.220495,-1.000000,0,0
0,0,37.220495,-1.000000
0,0,37.223166,-1.000000
37.223166,-1.000000,0,0
37.225838,-1.000000,0,0
0,0,37.225838,-1.000000
37.228509,-1.000000,0,0
0,0,37.228509,-1.000000
37.231180,-1.000000,0,0
0,0,37.231180,-1.000000
37.233851,-1.000000,0,0
0,0,37.233851,-1.000000
37.236522,-1.000000,0,0
0,0,37.236522,-1.000000
37.239193,-1.000000,0,0
0,0,37.239193,-1.000000
37.241865,-1.000000,0,0
0,0,37.241865,-1.000000
37.244536,-1.000000,0,0
0,0,37.244536,-1.000000
37.247207,-1.000000,0,0
0,0,37.247207,-1.000000
37.249878,-1.000000,0,0
0,0,37.249878,-1.000000
37.252549,-1.000000,0,0
0,0,37.252549,-1.000000
37.255221,-1.000000,0,0
0,0,37.255221,-1.000000
37.257892,-1.000000,0,0
0,0,37.257892,-1.000000
37.260563,-1.000000,0,0
0,0,37.260563,-1.000000
37.263234,-1.000000,0,0
0,0,37.263234,-1.000000
37.265905,-1.000000,0,0
0,0,37.265905,-1.000000
0,0,37.268576,-1.000000
37.268576,-1.000000,0,0
37.271247,-1.000000,0,0
0,0,37.271247,-1.000000
0,0,37.273919,-1.000000
37.273919,-1.000000,0,0
37.276590,-1.000000,0,0
0,0,37.276590,-1.000000
37.279261,-1.000000,0,0
0,0,37.279261,-1.000000
37.281932,-1.000000,0,0
0,0,37.281932,-1.000000
0,0,37.284603,-1.000000
37.284603,-1.000000,0,0
37.287274,-1.000000,0,0
0,0,37.287274,-1.000000
37.289946,-1.000000,0,0
0,0,37.289946,-1.000000
37.292617,-1.000000,0,0
0,0,37.292617,-1.000000
37.295288,-1.000000,0,0
0,0,37.295288,-1.000000
37.297959,-1.000000,0,0
0,0,37.297959,-1.000000
37.300630,-1.000000,0,0
0,0,37.300630,-1.000000
37.303301,-1.000000,0,0
0,0,37.303301,-1.000000
37.305972,-1.000000,0,0
0,0,37.305972,-1.000000
37.308644,-1.000000,0,0
0,0,37.308644,-1.000000
37.311315,-1.000000,0,0
0,0,37.311315,-1.000000
37.313986,-1.000000,0,0
0,0,37.313986,-1.000000
37.316657,-1.000000,0,0
0,0,37.316657,-1.000000
37.319328,-1.000000,0,0
0,0,37.319328,-1.000000
0,0,37.321999,-1.000000
37.321999,-1.000000,0,0
0,0,37.324671,-1.000000
37.324671,-1.000000,0,0
37.327342,-1.000000,0,0
0,0,37.327342,-1.000000
37.330013,-1.000000,0,0
0,0,37.330013,-1.000000
37.332684,-1.000000,0,0
0,0,37.332684,-1.000000
37.335355,-1.000000,0,0
0,0,37.335355,-1.000000
37.338026,-1.000000,0,0
0,0,37.338026,-1.000000
0,0,37.340698,-1.000000
37.340698,-1.000000,0,0
37.343369,-1.000000,0,0
0,0,37.343369,-1.000000
37.346040,-1.000000,0,0
0,0,37.346040,-1.000000
37.348711,-1.000000,0,0
0,0,37.348711,-1.000000
37.351382,-1.000000,0,0
0,0,37.351382,-1.000000
37.354053,-1.000000,0,0
0,0,37.354053,-1.000000
37.356725,-1.000000,0,0
0,0,37.356725,-1.000000
37.359396,-1.000000,0,0
0,0,37.359396,-1.000000
0,0,37.362067,-1.000000
37.362067,-1.000000,0,0
37.364738,-1.000000,0,0
0,0,37.364738,-1.000000
37.367409,-1.000000,0,0
0,0,37.367409,-1.000000
37.370080,-1.000000,0,0
0,0,37.370080,-1.000000
37.372752,-1.000000,0,0
0,0,37.372752,-1.000000
37.375423,-1.000000,0,0
0,0,37.375423,-1.000000
37.378094,-1.000000,0,0
0,0,37.378094,-1.000000
37.380765,-1.000000,0,0
0,0,37.380765,-1.000000
37.383436,-1.000000,0,0
0,0,37.383436,-1.000000
37.386107,-1.000000,0,0
0,0,37.386107,-1.000000
37.388779,-1.000000,0,0
0,0,37.388779,-1.000000
0,0,37.391450,-1.000000
37.391450,-1.000000,0,0
37.394121,-1.000000,0,0
0,0,37.394121,-1.000000
37.396792,-1.000000,0,0
0,0,37.396792,-1.000000
37.399463,-1.000000,0,0
0,0,37.399463,-1.000000
37.402134,-1.000000,0,0
0,0,37.402134,-1.000000
37.404806,-1.000000,0,0
0,0,37.404806,-1.000000
37.407477,-1.000000,0,0
0,0,37.407477,-1.000000
37.410148,-1.000000,0,0
0,0,37.410148,-1.000000
37.412819,-1.000000,0,0
0,0,37.412819,-1.000000
37.415490,-1.000000,0,0
0,0,37.415490,-1.000000
37.418161,-1.000000,0,0
0,0,37.418161,-1.000000
37.420833,-1.000000,0,0
0,0,37.420833,-1.000000
37.423504,-1.000000,0,0
0,0,37.423504,-1.000000
37.426175,-1.000000,0,0
0,0,37.426175,-1.000000
37.428846,-1.000000,0,0
0,0,37.428846,-1.000000
37.431517,-1.000000,0,0
0,0,37.431517,-1.000000
37.434188,-1.000000,0,0
0,0,37.434188,-1.000000
37.436860,-1.000000,0,0
0,0,37.436860,-1.000000
37.439531,-1.000000,0,0
0,0,37.439531,-1.000000
0,0,37.442202,-1.000000
37.442202,-1.000000,0,0
37.444873,-1.000000,0,0
0,0,37.444873,-1.000000
37.447544,-1.000000,0,0
0,0,37.447544,-1.000000
37.450215,-1.000000,0,0
0,0,37.450215,-1.000000
37.452887,-1.000000,0,0
0,0,37.452887,-1.000000
37.455558,-1.000000,0,0
0,0,37.455558,-1.000000
0,0,37.458229,-1.000000
37.458229,-1.000000,0,0
37.460900,-1.000000,0,0
0,0,37.460900,-1.000000
37.463571,-1.000000,0,0
0,0,37.463571,-1.000000
37.466242,-1.000000,0,0
0,0,37.466242,-1.000000
37.468914,-1.000000,0,0
0,0,37.468914,-1.000000
37.471585,-1.000000,0,0
0,0,37.471585,-1.000000
37.474256,-1.000000,0,0
0,0,37.474256,-1.000000
37.476927,-1.000000,0,0
0,0,37.476927,-1.000000
37.479598,-1.000000,0,0
0,0,37.479598,-1.000000
37.482269,-1.000000,0,0
0,0,37.482269,-1.000000
37.484941,-1.000000,0,0
0,0,37.484941,-1.000000
37.487612,-1.000000,0,0
0,0,37.487612,-1.000000
37.490283,-1.000000,0,0
0,0,37.490283,-1.000000
37.492954,-1.000000,0,0
0,0,37.492954,-1.000000
37.495625,-1.000000,0,0
0,0,37.495625,-1.000000
37.498296,-1.000000,0,0
0,0,37.498296,-1.000000
37.500968,-1.000000,0,0
0,0,37.500968,-1.000000
37.503639,-1.000000,0,0
0,0,37.503639,-1.000000
37.506310,-1.000000,0,0
0,0,37.506310,-1.000000
37.508981,-1.000000,0,0
0,0,37.508981,-1.000000
37.511652,-1.000000,0,0
0,0,37.511652,-1.000000
37.514324,-1.000000,0,0
